,credit.policy,int.rate,installment,log.annual.inc,dti,days.with.cr.line,revol.bal,revol.util,delinq.2yrs,pub.rec,not.fully.paid,refi_possible,Loan_type
721,1,0.1287,201.8,10.75790288,3.75,5100.0,3343,77.7,1,0,0,0,0
722,1,0.0964,802.47,10.77895629,9.78,2550.0,8283,12.7,0,0,0,0,0
723,1,0.0894,317.72,10.54534144,4.23,6630.0,16205,33.7,0,0,0,1,2
724,1,0.1496,415.74,10.59778407,19.78,1170.0,3147,73.2,0,0,0,1,0
725,1,0.1166,52.89,11.00209984,18.4,5370.0,926,4.5,1,0,0,0,5
726,1,0.1189,225.52,10.0302964,15.43,3419.958333,4435,16.6,0,0,0,0,1
727,1,0.0788,265.89,10.76848499,11.7,3390.0,9205,52.0,0,0,0,1,0
728,1,0.1114,820.13,11.51292546,5.95,6119.958333,31752,53.1,0,0,0,0,2
729,1,0.0774,156.1,11.58058411,6.24,5491.0,12174,22.4,0,0,0,1,4
730,1,0.1221,113.28,11.89818787,22.56,4380.0,67843,91.8,0,0,1,1,1
731,1,0.1316,337.71,10.71441777,3.97,2789.0,2025,15.6,0,0,1,1,1
732,1,0.0832,220.39,10.81977828,4.42,2009.958333,1098,7.1,0,0,0,1,1
733,1,0.1387,655.0,11.28522153,7.16,12554.04167,12301,56.4,0,0,0,1,0
734,1,0.1095,209.37,10.08580911,6.15,8370.0,8810,23.2,0,0,0,1,0
735,1,0.1287,403.6,10.96335901,5.3,4319.958333,14722,70.1,0,0,0,1,0
736,1,0.0774,156.1,9.61580548,15.6,6870.0,11602,37.9,0,0,0,0,0
737,1,0.0894,381.26,11.40756495,6.19,3394.041667,24907,45.3,0,0,0,1,0
738,1,0.1148,80.78,11.00209984,18.66,9360.041667,14626,51.5,0,0,0,1,1
739,1,0.1114,623.27,11.08846101,21.56,5460.0,3526,7.8,0,0,0,1,0
740,1,0.1316,303.94,11.28978191,12.71,1680.0,12641,55.7,0,0,0,0,0
741,1,0.1253,384.87,10.73630972,15.91,2220.0,11562,60.2,0,0,0,0,0
742,1,0.1316,114.82,10.36646657,9.67,1260.041667,3967,48.9,0,0,0,1,1
743,1,0.1099,197.23,10.54534144,9.0,1620.041667,59,1.5,0,0,0,0,0
744,1,0.1422,144.0,10.87804719,16.69,4710.0,5804,50.9,1,3,0,0,1
745,1,0.1379,558.84,11.19670673,17.43,3839.958333,23831,62.7,0,0,0,0,3
746,1,0.1322,118.31,11.12726298,14.33,3660.0,20870,96.2,0,0,0,1,4
747,1,0.167,701.16,10.858999,18.18,3000.041667,12532,57.0,0,0,0,0,1
748,1,0.0932,319.47,10.9331784,12.62,3330.0,798,4.9,0,0,0,1,2
749,1,0.0894,95.32,10.6454249,10.29,2220.041667,6349,31.6,0,0,0,1,0
750,1,0.0976,482.32,10.91508846,15.1,7920.041667,11648,14.8,0,0,1,1,0
751,1,0.0894,254.18,11.00209984,3.62,3060.041667,7610,34.0,0,0,0,1,0
752,1,0.1287,504.5,11.3736634,13.38,5667.041667,14045,29.4,0,0,1,1,0
753,1,0.1442,51.58,10.93596004,19.85,4320.0,15198,84.0,0,0,0,1,4
754,1,0.1367,489.86,11.69524702,13.01,4200.0,14827,43.5,0,0,1,0,0
755,1,0.1531,233.27,10.22557105,3.78,3300.0,4200,56.0,0,0,0,1,1
756,1,0.0768,62.38,11.28983191,11.46,8819.958333,6222,18.7,0,0,0,1,1
757,1,0.0774,312.19,10.81977828,0.86,5190.041667,2232,6.5,0,0,0,1,1
758,1,0.1253,401.6,11.22524339,3.74,7500.958333,23762,44.5,0,0,0,0,0
759,1,0.1218,666.0,10.78384018,7.61,3180.0,10241,38.5,0,0,0,1,0
760,1,0.1474,189.96,10.30895266,16.04,1590.041667,2640,80.0,0,0,0,1,0
761,1,0.0714,100.56,10.57131693,22.65,2730.041667,24455,52.9,0,0,1,0,0
762,1,0.1148,799.49,11.86358234,1.27,5670.041667,7345,17.3,0,0,0,0,2
763,1,0.1071,163.01,10.828401,6.95,4229.041667,11973,70.8,0,1,0,1,0
764,1,0.1336,677.36,10.85892207,18.19,3360.041667,26282,68.6,0,0,0,1,0
765,1,0.1379,511.14,11.00209984,7.12,5640.041667,24803,77.5,0,1,0,0,0
766,1,0.1114,393.65,10.85417971,24.7,3240.958333,9200,26.8,0,0,0,1,4
767,1,0.0737,31.05,10.4341158,0.35,7139.958333,102,0.3,0,0,0,1,1
768,1,0.1843,836.51,11.81303006,6.73,5819.958333,17606,37.9,1,0,0,0,3
769,1,0.1033,180.76,10.6454249,0.0,7529.958333,0,0.0,0,0,0,0,0
770,1,0.1568,280.02,10.91643301,22.18,11130.04167,43110,93.3,0,0,0,1,0
771,1,0.1565,685.73,11.11986806,13.58,4830.0,11189,65.1,0,1,1,1,0
772,1,0.1284,403.42,10.4341158,23.05,5070.0,8856,28.2,2,1,0,0,0
773,1,0.0859,237.08,11.08214255,19.88,4440.041667,5720,11.0,0,0,0,1,4
774,1,0.1039,64.91,9.998979534,8.13,1559.958333,1599,9.6,1,0,0,0,1
775,1,0.1154,527.93,10.70099475,12.16,2130.0,34023,57.7,2,0,1,0,0
776,1,0.1218,106.56,10.41232119,19.84,4620.041667,1568,71.3,0,1,0,0,1
777,1,0.1505,312.23,11.46163217,17.72,7080.041667,44313,93.5,0,0,1,0,1
778,1,0.1273,537.06,10.71441777,19.29,3001.0,12790,49.8,0,0,1,1,0
779,1,0.1505,60.71,9.210340372,15.84,2070.0,0,92.3,0,0,0,1,5
780,1,0.08,175.49,10.16585182,2.31,1800.0,1220,8.4,0,0,0,1,4
781,1,0.1347,542.77,11.05980255,24.09,4469.958333,21180,81.5,0,0,0,1,0
782,1,0.1316,236.4,11.40756495,5.83,7140.041667,8091,36.4,0,0,0,1,0
783,1,0.0774,187.32,10.66895539,23.22,8099.0,11413,22.7,0,0,0,1,0
784,1,0.1287,168.17,10.58446093,20.01,2760.041667,5066,84.4,0,0,0,1,0
785,1,0.1183,828.35,11.49272276,4.87,9630.041667,3142,8.6,0,0,0,0,5
786,1,0.1103,491.3,11.11542853,15.5,2370.041667,12569,46.2,0,0,1,1,0
787,1,0.0894,476.58,11.03939563,7.78,7118.958333,13316,33.3,0,0,0,1,0
788,1,0.1284,152.97,10.30815234,21.18,4109.958333,1125,64.3,0,1,0,0,0
789,1,0.1367,170.09,11.05089001,9.03,11700.0,1026,51.3,1,0,0,0,1
790,1,0.1632,331.95,10.81977828,1.46,1620.0,4700,51.6,0,0,0,1,1
791,1,0.1774,144.09,10.71441777,14.04,3264.0,3082,99.4,0,0,0,1,0
792,1,0.074,186.36,11.55718156,1.23,5311.958333,19647,27.4,0,0,0,1,1
793,1,0.1355,254.7,10.6454249,16.46,4439.958333,13779,59.4,0,0,0,1,0
794,1,0.08,235.03,11.00209984,4.96,7859.958333,78935,26.2,0,0,0,0,1
795,1,0.1218,333.0,11.35040654,0.52,5011.0,239,5.3,2,0,0,0,2
796,1,0.1505,416.3,11.75194237,11.85,4410.0,28218,85.0,0,0,0,0,2
797,1,0.1357,354.98,10.68051622,22.1,2316.041667,12384,55.8,0,0,0,0,0
798,1,0.0988,161.06,10.55581274,24.5,4500.041667,14438,62.2,0,0,0,1,1
799,1,0.1287,94.18,10.72161404,3.52,4289.958333,2391,30.7,0,0,1,1,1
800,1,0.1217,132.35,10.20359214,23.2,5279.041667,4504,39.2,0,0,1,1,0
801,1,0.1253,127.18,11.00209984,20.14,4140.041667,27759,71.7,0,0,1,1,1
802,1,0.1253,334.67,10.91508846,0.65,2311.041667,383,8.5,0,0,0,1,1
803,1,0.1039,389.41,10.43816641,15.99,4590.0,6151,52.7,0,0,0,1,0
804,1,0.1287,437.24,11.26446411,6.26,5249.958333,1783,59.4,0,0,0,0,0
805,1,0.1426,411.67,11.50287513,3.83,6059.958333,10106,67.4,0,0,0,0,3
806,1,0.1189,305.11,10.71441777,22.37,1890.0,8558,27.3,0,0,0,0,0
807,1,0.1292,377.79,10.35316092,23.31,3780.0,8837,52.6,0,0,1,1,0
808,1,0.1051,260.06,10.43399815,11.19,2520.0,10,0.1,0,0,1,0,4
809,1,0.1114,262.45,11.00209984,8.64,4350.0,3754,50.7,1,0,0,0,0
810,1,0.1183,463.88,10.96819829,8.23,2153.0,0,0.0,0,0,0,0,2
811,1,0.1148,652.78,11.66134547,1.29,5970.0,4110,34.5,0,0,0,1,0
812,1,0.0894,190.63,10.99851024,17.58,3030.041667,6908,32.0,0,0,0,0,0
813,1,0.1461,172.38,10.40426284,18.62,3030.041667,5134,77.8,0,0,1,1,0
814,1,0.0988,322.11,11.15625052,11.78,5667.041667,7875,25.8,0,0,0,0,3
815,1,0.1411,513.44,11.20775808,15.99,3360.041667,40868,66.6,0,0,1,1,0
816,1,0.102,161.81,10.59653473,13.08,3929.958333,6013,51.0,0,0,0,0,0
817,1,0.1183,662.68,11.76756768,16.51,5699.958333,23727,31.3,0,0,0,1,0
818,1,0.0859,158.06,11.15625052,2.35,8160.041667,71,0.3,0,0,0,1,4
819,1,0.1461,86.19,10.46310334,17.25,2250.041667,1920,48.0,0,0,0,1,1
820,1,0.1183,331.34,10.83958091,13.84,3060.041667,12375,76.6,0,0,0,1,0
821,1,0.1531,97.49,10.93310697,23.49,4289.958333,21076,98.5,0,0,0,0,1
822,1,0.1322,219.71,10.59663473,8.64,3209.958333,6770,18.8,0,0,1,0,1
823,1,0.1347,232.37,11.51292546,11.62,3120.0,10867,51.1,0,0,0,1,2
824,1,0.1126,821.59,11.33857208,7.0,7170.0,6024,39.9,0,0,1,0,2
825,1,0.08,125.35,10.97678203,5.07,4081.0,345,0.6,0,0,0,1,1
826,1,0.1273,167.84,10.91508846,7.77,4230.041667,10375,83.7,0,0,0,1,4
827,1,0.1273,402.8,11.47210347,2.51,3392.0,10051,41.0,0,0,0,1,0
828,1,0.1347,101.77,11.09741002,14.6,5978.958333,15093,95.5,0,0,1,1,0
829,1,0.1322,270.41,10.30895266,11.76,2138.958333,9036,82.9,0,0,0,1,0
830,1,0.1324,253.58,11.83500896,9.16,4298.0,5122,18.2,1,0,0,0,0
831,1,0.0737,55.89,10.28465997,7.25,7381.0,6469,14.9,0,0,0,1,1
832,1,0.0894,413.03,11.40756495,8.77,4589.958333,13298,54.3,0,0,0,0,0
833,1,0.1099,180.05,11.00209984,17.42,5700.041667,723,16.4,3,0,0,0,1
834,1,0.1392,170.69,10.54534144,5.68,1650.041667,4324,86.5,0,0,0,1,0
835,1,0.1261,301.56,10.42228135,14.68,4650.041667,14371,60.9,1,0,1,0,0
836,1,0.1774,504.3,11.46163217,22.19,4421.0,19828,53.6,0,0,0,1,0
837,1,0.0859,94.84,11.64780595,0.16,1956.041667,531,35.4,0,0,0,1,1
838,1,0.1221,333.15,10.59663473,4.59,4020.0,5784,52.6,0,0,0,1,0
839,1,0.1148,659.37,11.56171563,7.23,5400.0,3700,51.4,0,0,0,0,0
840,1,0.0964,205.45,11.00209984,7.72,2293.958333,3362,69.3,0,0,0,1,1
841,1,0.1183,99.41,11.29476946,23.67,7380.041667,17829,66.3,0,0,1,0,1
842,1,0.1191,116.1,10.23981692,19.33,2280.0,10029,85.0,0,0,0,1,0
843,1,0.1496,866.13,11.9381932,16.55,7139.958333,23798,48.7,1,0,1,0,0
844,1,0.1025,153.83,9.549665678,14.62,2100.041667,5905,64.2,0,0,0,1,0
845,1,0.1221,159.92,11.06663836,16.72,7319.958333,9878,56.4,1,0,0,0,1
846,1,0.1253,501.16,10.30895266,16.08,3629.958333,6327,66.6,0,0,1,1,0
847,1,0.1496,173.24,11.28978191,13.24,2970.0,11375,87.2,0,0,0,1,0
848,1,0.08,109.68,10.79059661,0.62,7170.041667,308,17.1,0,0,0,0,1
849,1,0.0963,32.1,8.612503371,3.71,1650.0,566,8.6,0,0,0,1,1
850,1,0.0774,109.27,10.34817337,5.73,2220.0,1092,9.9,0,0,0,1,1
851,1,0.1218,233.1,10.30895266,19.36,2100.0,6601,58.2,0,0,1,1,0
852,1,0.1505,173.46,11.35040654,14.04,5490.0,9952,97.6,0,0,0,1,1
853,1,0.1189,265.32,11.00209984,17.24,4770.0,5476,46.4,0,0,1,1,0
854,1,0.1316,168.86,10.27394705,23.12,2490.0,7058,94.3,0,0,0,0,0
855,1,0.074,155.3,10.81977828,3.17,7470.041667,4432,6.8,0,0,0,1,1
856,1,0.1422,617.12,11.14186178,17.57,3121.041667,26364,57.8,0,0,0,1,0
857,1,0.1183,119.29,10.46310334,13.92,1770.0,800,15.1,0,0,0,1,1
858,1,0.0863,202.42,10.98359637,10.55,3344.958333,1686,52.7,0,0,0,1,1
859,1,0.0963,231.08,11.30220443,9.17,6299.958333,2392,47.8,0,0,0,0,0
860,1,0.1114,262.43,11.03488966,9.54,2520.0,2970,6.0,0,0,0,1,0
861,1,0.0894,317.72,13.54370183,1.69,3570.0,10490,41.0,0,0,0,1,0
862,1,0.1221,164.91,9.998797732,22.8,5310.041667,10128,46.0,0,0,0,1,0
863,1,0.1148,327.22,10.71441777,12.67,2913.0,696,2.7,1,0,0,0,1
864,1,0.1565,209.92,10.48893816,22.89,2519.958333,5019,98.4,0,0,0,1,0
865,1,0.1496,207.87,10.81977828,0.86,7619.958333,1749,24.0,0,0,0,1,3
866,1,0.0859,347.72,10.46310334,11.07,3720.041667,9298,36.0,0,0,0,1,0
867,1,0.1324,507.15,11.14764215,3.29,3659.0,170,34.0,0,0,0,1,1
868,1,0.1241,334.11,11.03488966,22.43,8669.958333,12792,50.6,2,0,0,0,0
869,1,0.1565,554.53,10.91508846,22.84,4619.958333,22684,89.9,0,0,1,1,0
870,1,0.0963,288.85,10.68051622,8.77,3210.0,15228,60.4,0,0,0,1,0
871,1,0.1114,114.82,10.71441777,15.49,4260.041667,0,0.0,0,0,0,1,1
872,1,0.0859,113.8,10.59663473,10.32,3809.958333,3376,49.3,2,0,0,0,1
873,1,0.1284,504.27,10.71441777,6.59,2040.041667,12644,30.8,0,0,0,0,0
874,1,0.1418,548.25,10.85220675,11.13,2519.0,15923,90.5,0,0,0,1,0
875,1,0.1739,860.34,11.75194237,15.0,9720.041667,6759,27.8,3,0,0,0,0
876,1,0.1496,320.47,9.574983486,0.08,1321.041667,5,0.2,0,0,0,0,0
877,1,0.1189,198.99,11.09741002,21.07,4769.958333,18136,44.7,0,0,0,1,1
878,1,0.1253,334.67,10.30895266,17.76,1950.041667,312,3.6,0,0,0,1,1
879,1,0.08,263.23,11.15625052,3.05,4020.958333,1506,6.6,0,0,0,1,1
880,1,0.1158,495.21,11.71177632,4.34,4740.0,13410,20.0,0,0,0,1,1
881,1,0.1099,497.58,10.83958091,8.56,1980.041667,13402,23.3,0,0,0,1,0
882,1,0.1008,151.03,10.46310334,18.72,3900.0,9910,99.1,0,0,1,0,0
883,1,0.1474,207.23,10.37352243,12.45,2970.0,3633,44.9,0,0,0,0,1
884,1,0.1357,679.37,11.51292546,18.81,3630.0,0,0.0,0,0,0,0,2
885,1,0.1392,564.12,11.15625052,14.09,5340.041667,17357,83.9,0,0,0,1,0
886,1,0.1287,117.72,10.51867319,9.79,2220.0,9868,73.1,0,0,0,0,1
887,1,0.1218,499.5,11.30220443,13.1,4290.958333,7135,8.3,0,0,0,1,2
888,1,0.0768,218.34,11.00209984,13.36,7739.958333,21054,21.4,0,0,0,1,0
889,1,0.1357,628.42,11.27720313,10.68,4466.0,6495,42.7,1,0,0,0,1
890,1,0.1531,313.34,10.69194491,6.14,6960.0,5776,77.0,0,0,1,1,0
891,1,0.0859,126.45,11.05089001,16.97,5675.958333,2187,25.7,0,0,0,1,1
892,1,0.1367,110.56,10.1266311,24.34,1223.041667,10098,24.7,0,0,0,0,0
893,1,0.1183,477.13,11.46163217,11.52,7680.0,19757,30.1,0,0,0,0,0
894,1,0.1126,315.49,11.09741002,18.31,4110.041667,39660,46.5,0,0,0,1,0
895,1,0.0945,192.06,11.60823564,8.68,13349.95833,1390,1.8,0,0,0,1,2
896,1,0.1183,99.41,10.6454249,24.75,3119.958333,11900,62.6,0,0,0,1,0
897,1,0.1392,170.69,10.30895266,18.04,1950.0,7768,42.9,0,0,0,1,4
898,1,0.0988,144.95,10.35774282,20.76,2220.0,1792,39.8,0,0,0,0,1
899,1,0.0963,584.92,10.46321762,22.76,5430.0,4407,9.2,0,0,0,1,0
900,1,0.1253,87.02,9.680344001,19.2,1949.958333,7155,38.3,0,0,0,1,0
901,1,0.1474,103.62,10.62132735,16.77,2729.958333,6241,90.4,0,0,0,1,1
902,1,0.1878,803.99,10.55581274,9.69,1290.041667,12863,37.9,0,0,0,1,1
903,1,0.0705,494.4,12.20607265,6.94,7983.0,64266,60.8,0,0,0,1,1
904,1,0.1096,75.26,10.40426284,8.0,3630.0,1857,33.8,0,0,0,1,1
905,1,0.1322,439.41,10.46310334,22.53,3150.041667,6580,88.3,0,0,0,1,0
906,1,0.1442,137.54,10.54534144,4.61,5490.0,4093,80.3,0,0,0,1,1
907,1,0.0963,462.16,11.06657586,16.78,4560.041667,11160,14.9,0,0,0,1,0
908,1,0.0774,312.19,10.77895629,2.38,5400.0,4650,14.1,0,0,0,1,0
909,1,0.0774,130.34,10.46310334,8.98,7890.041667,1357,4.2,0,0,0,1,0
910,1,0.1218,499.5,11.47097784,8.7,5160.0,2139,30.6,0,0,0,0,2
911,1,0.1148,164.85,10.0387175,8.54,2039.958333,1517,22.3,0,0,0,1,0
912,1,0.1379,272.61,9.952277717,11.43,3150.0,5142,46.3,0,0,0,0,4
913,1,0.0774,218.54,11.15625052,12.32,3270.0,3233,10.4,0,0,0,0,5
914,1,0.1411,219.07,10.71441777,16.05,2970.0,8959,90.5,0,0,0,1,0
915,1,0.0894,285.95,10.59663473,12.42,4478.041667,739,2.1,0,0,0,1,1
916,1,0.1316,182.36,10.83417416,5.49,1979.958333,1158,27.6,1,0,0,0,1
917,1,0.1287,33.64,10.31011865,23.81,3989.958333,18154,91.2,0,0,0,1,0
918,1,0.1221,266.52,10.71441777,21.87,2940.0,6569,22.3,0,0,0,0,0
919,1,0.0774,187.32,11.40756495,15.89,8730.0,37397,29.0,0,0,0,1,0
920,1,0.1095,425.28,10.84099168,5.69,6810.0,13625,41.2,0,0,0,1,0
921,1,0.1253,481.92,11.01862914,3.29,1860.0,400,18.2,0,0,0,0,1
922,1,0.1261,251.3,11.22524339,20.58,6976.958333,57633,64.1,1,0,0,0,0
923,1,0.1221,333.15,10.77895629,18.35,3065.958333,11389,80.8,0,0,0,1,0
924,1,0.1253,200.8,10.858999,21.72,3450.0,4742,36.8,0,0,0,1,4
925,1,0.1916,183.69,10.858999,22.59,3300.0,22312,81.1,0,0,1,1,3
926,1,0.1531,278.53,11.01862914,0.49,3030.041667,858,66.0,0,0,1,0,0
927,1,0.1311,253.09,10.95430918,10.85,4021.0,4891,55.0,0,1,0,1,2
928,1,0.1392,170.69,11.6784399,21.98,7050.041667,53860,86.3,0,0,0,0,0
929,1,0.1253,108.77,10.23995979,22.54,4110.041667,6211,58.0,0,0,0,0,0
930,1,0.0963,385.14,11.5228758,15.15,4350.0,19326,25.0,0,0,0,0,0
931,1,0.1126,492.95,11.42954386,9.57,6090.0,13119,11.8,0,0,0,1,3
932,1,0.0894,142.98,9.809176873,6.29,2670.0,70,0.7,0,0,0,1,5
933,1,0.1474,248.67,9.852194258,15.47,1260.041667,7249,47.1,0,0,0,1,0
934,1,0.0714,309.4,11.21182037,15.42,5580.0,13014,14.7,0,0,0,0,0
935,1,0.1316,253.28,10.49127422,21.5,1560.041667,1478,12.2,0,0,1,1,3
936,1,0.1496,814.16,11.72803684,8.25,5228.041667,255,0.8,1,0,0,0,1
937,1,0.0894,349.49,10.66895539,11.0,8879.958333,2140,5.4,1,0,0,0,0
938,1,0.1322,189.29,11.23581399,3.31,4560.041667,3860,68.9,0,0,0,1,1
939,1,0.1399,340.88,11.11274636,4.15,3960.0,11574,75.6,0,0,0,1,0
940,1,0.0768,110.73,9.915663128,8.83,8280.041667,4120,5.7,0,0,0,1,0
941,1,0.0743,155.38,12.20607265,0.28,4516.958333,3164,13.7,0,0,0,1,1
942,1,0.1385,572.95,11.00209984,5.36,2099.041667,11330,68.3,0,0,0,1,1
943,1,0.1249,301.04,10.57131693,5.08,3690.0,26233,62.9,0,1,1,0,0
944,1,0.1183,662.68,11.28978191,12.95,8431.0,20586,37.5,0,0,0,1,2
945,1,0.1218,499.5,11.41861479,0.01,2789.958333,6321,12.3,0,0,1,0,1
946,1,0.0894,540.12,11.08214255,12.89,10889.95833,9242,18.1,0,0,0,1,0
947,1,0.1982,229.86,9.862665558,0.0,1440.0,0,0.0,0,1,1,1,3
948,1,0.1387,327.5,11.60823564,18.62,6299.958333,68030,82.7,0,0,0,0,0
949,1,0.1103,141.66,11.69524702,15.07,5219.958333,70685,88.7,0,0,0,1,1
950,1,0.1158,82.54,11.47001796,4.81,5070.0,26223,77.4,0,0,0,0,1
951,1,0.08,219.36,11.47950642,11.79,5961.958333,1254,3.8,0,0,0,1,4
952,1,0.0894,317.72,11.49272276,15.86,7230.0,32508,40.8,0,0,0,1,0
953,1,0.1316,709.18,11.77528973,8.23,10590.0,11956,71.1,0,1,0,0,0
954,1,0.1218,333.0,11.03488966,10.88,2443.958333,6238,74.3,0,0,0,1,0
955,1,0.1083,458.85,12.10071213,6.24,3600.0,60936,24.7,0,0,1,0,3
956,1,0.1347,254.42,11.0814654,6.76,4680.0,9463,83.7,0,0,0,1,2
957,1,0.1253,187.42,10.46310334,14.43,8130.958333,15341,40.2,0,0,1,1,4
958,1,0.0705,92.7,10.858999,11.22,16652.0,14444,26.6,0,0,0,1,1
959,1,0.1461,689.51,11.05089001,14.72,2789.958333,8004,66.1,0,0,0,1,0
960,1,0.1284,302.57,11.2579816,18.83,3090.041667,1575,23.2,0,0,0,0,4
961,1,0.1253,184.07,10.23981692,22.72,2939.958333,3972,37.8,0,0,0,1,1
962,1,0.1229,23.35,9.852194258,12.38,1199.958333,0,53.2,0,0,0,1,0
963,1,0.1316,202.63,10.7701888,20.02,3240.0,18634,70.6,0,0,0,1,0
964,1,0.1253,811.56,12.20607265,10.84,5580.0,72210,73.7,0,0,0,1,0
965,1,0.0894,234.32,11.46163217,6.44,1747.0,4212,9.6,0,0,0,1,1
966,1,0.0737,60.54,10.54534144,14.49,4950.041667,1595,5.1,0,0,0,1,1
967,1,0.0705,278.1,11.77528973,4.98,7620.0,4433,3.9,0,0,0,1,1
968,1,0.1103,183.42,10.81977828,0.6,1303.0,424,8.0,1,0,0,0,4
969,1,0.1136,138.23,11.1844214,10.57,3365.0,5634,30.5,0,0,0,1,2
970,1,0.16,527.36,11.51292546,18.91,6420.041667,30523,66.2,0,0,0,1,0
971,1,0.1982,556.1,10.91508846,17.87,5422.0,10893,97.3,1,0,0,0,3
972,1,0.1496,866.16,11.04132055,18.5,2760.041667,16641,44.6,0,0,0,0,0
973,1,0.1059,195.27,9.852194258,8.15,3089.958333,8528,86.1,0,0,0,1,5
974,1,0.1253,802.36,10.81769612,12.46,3930.958333,0,0.0,0,0,1,0,4
975,1,0.1099,818.38,11.13225053,12.13,5400.041667,19596,43.8,0,0,0,1,0
976,1,0.0676,76.93,10.28192399,2.38,5610.041667,1988,13.3,0,0,0,0,1
977,1,0.1183,256.79,9.952277717,17.43,2130.0,11212,44.5,0,0,0,1,0
978,1,0.0859,316.11,10.93310697,15.49,6519.958333,6068,16.7,0,0,0,1,0
979,1,0.1426,34.31,8.853665428,13.54,8099.0,2252,86.6,0,0,0,1,1
980,1,0.1253,133.87,10.90716699,14.12,2497.0,1809,11.4,0,0,0,1,1
981,1,0.1204,126.29,11.05089001,12.5,3300.0,29736,80.2,0,0,0,0,3
982,1,0.1253,267.74,10.30768519,19.22,1950.041667,11664,60.7,0,0,0,1,0
983,1,0.0774,156.1,10.8036489,4.71,4200.041667,1299,4.2,0,0,0,0,1
984,1,0.0963,320.95,11.00209984,9.44,5219.958333,23186,61.5,0,0,1,1,0
985,1,0.1774,540.32,11.39639165,7.15,4410.0,692,11.5,1,0,1,0,3
986,1,0.0832,134.6,10.49127422,1.77,4019.958333,6837,17.5,0,0,0,0,1
987,1,0.1284,672.36,11.38495936,1.95,2730.0,45210,3.8,0,0,0,1,1
988,1,0.1474,207.23,11.35040654,15.02,5939.958333,36120,91.2,0,0,0,1,0
989,1,0.1316,675.41,11.65268741,9.52,8253.041667,22424,34.4,0,0,0,1,0
990,1,0.1726,894.61,12.4874851,12.76,6599.958333,35172,95.3,0,0,1,1,0
991,1,0.1158,165.07,10.54534144,13.52,4589.958333,323,1.8,0,0,0,1,1
992,1,0.1183,298.21,10.96812932,0.48,2910.0,0,0.0,0,0,0,1,1
993,1,0.1134,220.43,10.23995979,23.14,2400.0,95,0.8,0,0,1,1,4
994,1,0.1426,274.45,10.40426284,16.22,3330.0,811,54.1,0,0,0,1,1
995,1,0.0963,189.36,10.04324949,8.19,2309.958333,5898,57.8,0,0,0,1,0
996,1,0.0963,481.42,10.96044417,16.97,13470.0,3658,5.4,0,0,0,1,1
997,1,0.1221,666.3,11.15625052,18.46,9840.0,5801,11.8,0,0,0,1,3
998,1,0.1442,481.36,10.52268675,22.13,3329.958333,1840,26.7,0,0,0,1,0
999,1,0.0976,353.71,11.33384664,5.88,4500.0,15342,50.0,1,0,0,0,1
1000,1,0.1292,168.28,10.59653473,16.29,2729.958333,14244,85.8,0,0,0,0,0
1001,1,0.1183,430.75,11.33857208,12.87,2220.0,14331,37.8,0,0,0,1,0
1002,1,0.0945,640.2,11.69524702,4.19,5159.0,311,0.0,0,0,0,0,2
1003,1,0.1091,130.79,9.798127037,18.0,2192.0,5533,79.6,0,0,0,1,1
1004,1,0.1635,335.63,11.06663836,9.51,4562.958333,17105,38.8,0,0,0,1,3
1005,1,0.1426,205.84,9.942708266,0.87,1920.041667,422,7.7,0,0,0,1,4
1006,1,0.1635,309.13,11.15625052,3.05,3420.041667,7427,81.2,0,0,0,1,1
1007,1,0.1392,257.74,10.59663473,22.05,4469.0,24604,91.8,0,0,0,1,0
1008,1,0.1531,417.79,11.13453063,13.1,4020.0,14606,92.4,1,0,0,0,0
1009,1,0.0963,160.48,11.05879518,22.37,2669.958333,3649,28.5,0,0,0,1,1
1010,1,0.1568,322.02,10.81977828,12.98,5160.0,16651,63.3,0,0,0,1,0
1011,1,0.1217,179.8,10.46310334,7.1,2944.0,2040,36.2,0,0,0,0,0
1012,1,0.1324,253.58,11.32055357,11.42,2609.958333,12844,51.8,0,1,0,1,1
1013,1,0.1287,319.52,11.91839057,2.5,5069.958333,3267,12.1,0,0,0,1,1
1014,1,0.0945,320.1,11.45105006,7.44,3360.0,29884,43.6,0,0,0,1,0
1015,1,0.1218,333.0,10.34817337,22.77,7949.958333,5274,17.6,0,0,0,0,0
1016,1,0.0737,93.14,9.774118912,12.7,6149.0,122,3.7,0,0,0,1,0
1017,1,0.0894,381.26,10.46561447,11.01,8579.958333,13819,36.9,0,0,0,1,0
1018,1,0.0838,472.68,11.2515607,7.96,5909.041667,0,0.0,0,0,0,1,4
1019,1,0.1292,807.74,11.46163217,7.06,6360.0,9201,49.7,1,1,0,0,1
1020,1,0.1253,401.6,11.38509209,11.15,4837.958333,29755,77.9,0,0,0,0,0
1021,1,0.102,194.17,11.04574983,3.56,8100.041667,3567,66.1,0,0,0,0,3
1022,1,0.1025,129.54,10.59663473,4.2,3240.0,3276,42.0,0,0,0,1,4
1023,1,0.0932,95.85,10.29775689,13.91,3540.0,0,0.0,0,0,0,1,0
1024,1,0.0714,278.46,11.50287513,10.04,6781.041667,17107,35.6,0,0,0,1,0
1025,1,0.0774,312.19,10.89673933,9.11,9029.958333,89252,6.4,0,0,0,1,4
1026,1,0.1316,354.59,10.91523391,7.0,1920.041667,10720,63.4,0,0,0,1,0
